gen_time_ms,time_accu,command,value,monitor_id
380,718,to:gen:frq,150000,2
381,718,to:gen:frq,150000,2
382,718,to:gen:frq,150000,2
383,718,to:gen:frq,150000,2
384,718,to:gen:frq,150000,2
385,718,to:gen:frq,150000,2
386,718,to:gen:frq,150000,2
387,718,to:gen:frq,150000,2
388,718,to:gen:frq,150000,2
389,718,to:gen:frq,150000,2
390,718,to:gen:frq,150000,2
391,718,to:gen:frq,150000,2
392,718,to:gen:frq,150000,2
393,718,to:gen:frq,150000,2
394,718,to:gen:frq,150000,2
395,718,to:gen:frq,150000,2
396,718,to:gen:frq,150000,2
397,718,to:gen:frq,150000,2
398,718,to:gen:frq,150000,2
399,718,to:gen:frq,150000,2
400,718,to:gen:frq,150000,2
401,718,to:gen:frq,150000,2
402,718,to:gen:frq,150000,2
403,718,to:gen:frq,150000,2
404,718,to:gen:frq,150000,2
405,718,to:gen:frq,150000,2
406,718,to:gen:frq,150000,2
407,718,to:gen:frq,150000,2
408,718,to:gen:frq,150000,2
409,718,to:gen:frq,150000,2
410,718,to:gen:frq,150000,2
411,718,to:gen:frq,150000,2
412,718,to:gen:frq,150000,2
413,718,to:gen:frq,150000,2
414,718,to:gen:frq,150000,2
415,718,to:gen:frq,150000,2
416,718,to:gen:frq,150000,2
417,718,to:gen:frq,150000,2
418,718,to:gen:frq,150000,2
419,718,to:gen:frq,150000,2
420,718,to:gen:frq,150000,2
421,718,to:gen:frq,150000,2
422,718,to:gen:frq,150000,2
423,718,to:gen:frq,150000,2
424,718,to:gen:frq,150000,2
425,718,to:gen:frq,150000,2
426,718,to:gen:frq,150000,2
427,718,to:gen:frq,150000,2
428,718,to:gen:frq,150000,2
429,718,to:gen:frq,150000,2
430,718,to:gen:frq,150000,2
431,718,to:gen:frq,150000,2
432,718,to:gen:frq,150000,2
433,718,to:gen:frq,150000,2
434,718,to:gen:frq,150000,2
435,718,to:gen:frq,150000,2
436,718,to:gen:frq,150000,2
437,718,to:gen:frq,150000,2
438,718,to:gen:frq,150000,2
439,718,to:gen:frq,150000,2
440,718,to:gen:frq,150000,2
441,718,to:gen:frq,150000,2
442,718,to:gen:frq,150000,2
443,718,to:gen:frq,150000,2
444,718,to:gen:frq,150000,2
445,718,to:gen:frq,150000,2
446,718,to:gen:frq,150000,2
447,718,to:gen:frq,150000,2
448,718,to:gen:frq,150000,2
449,718,to:gen:frq,150000,2
450,718,to:gen:frq,150000,2
451,718,to:gen:frq,150000,2
452,718,to:gen:frq,150000,2
453,718,to:gen:frq,150000,2
454,718,to:gen:frq,150000,2
455,718,to:gen:frq,150000,2
456,718,to:gen:frq,150000,2
457,718,to:gen:frq,150000,2
458,718,to:gen:frq,150000,2
459,718,to:gen:frq,150000,2
460,718,to:gen:frq,150000,2
461,718,to:gen:frq,150000,2
462,718,to:gen:frq,150000,2
463,718,to:gen:frq,150000,2
464,718,to:gen:frq,150000,2
465,718,to:gen:frq,150000,2
466,718,to:gen:frq,150000,2
467,718,to:gen:frq,150000,2
468,718,to:gen:frq,150000,2
469,718,to:gen:frq,150000,2
470,718,to:gen:frq,150000,2
471,718,to:gen:frq,150000,2
472,718,to:gen:frq,150000,2
473,718,to:gen:frq,150000,2
474,718,to:gen:frq,150000,2
475,718,to:gen:frq,150000,2
476,718,to:gen:frq,150000,2
477,718,to:gen:frq,150000,2
478,718,to:gen:frq,150000,2
479,718,to:gen:frq,150000,2
480,718,to:gen:frq,150000,2
481,718,to:gen:frq,150000,2
482,718,to:gen:frq,150000,2
483,718,to:gen:frq,150000,2
484,718,to:gen:frq,150000,2
485,718,to:gen:frq,150000,2
486,718,to:gen:frq,150000,2
487,718,to:gen:frq,150000,2
488,718,to:gen:frq,150000,2
489,718,to:gen:frq,150000,2
490,718,to:gen:frq,150000,2
491,718,to:gen:frq,150000,2
492,718,to:gen:frq,150000,2
493,718,to:gen:frq,150000,2
494,718,to:gen:frq,150000,2
495,718,to:gen:frq,150000,2
496,718,to:gen:frq,150000,2
497,718,to:gen:frq,150000,2
498,718,to:gen:frq,150000,2
499,718,to:gen:frq,150000,2
500,718,to:gen:frq,150000,2
501,718,to:gen:frq,150000,2
502,718,to:gen:frq,150000,2
503,718,to:gen:frq,150000,2
504,718,to:gen:frq,150000,2
505,718,to:gen:frq,150000,2
506,718,to:gen:frq,150000,2
507,718,to:gen:frq,150000,2
508,718,to:gen:frq,150000,2
509,718,to:gen:frq,150000,2
510,718,to:gen:frq,150000,2
511,718,to:gen:frq,150000,2
512,718,to:gen:frq,150000,2
513,718,to:gen:frq,150000,2
514,718,to:gen:frq,150000,2
515,718,to:gen:frq,150000,2
516,718,to:gen:frq,150000,2
517,718,to:gen:frq,150000,2
518,718,to:gen:frq,150000,2
519,718,to:gen:frq,150000,2
520,718,to:gen:frq,150000,2
521,718,to:gen:frq,150000,2
522,718,to:gen:frq,150000,2
523,718,to:gen:frq,150000,2
524,718,to:gen:frq,150000,2
525,718,to:gen:frq,150000,2
526,718,to:gen:frq,150000,2
527,718,to:gen:frq,150000,2
528,718,to:gen:frq,150000,2
529,718,to:gen:frq,150000,2
530,718,to:gen:frq,150000,2
531,718,to:gen:frq,150000,2
532,718,to:gen:frq,150000,2
533,718,to:gen:frq,150000,2
534,718,to:gen:frq,150000,2
535,718,to:gen:frq,150000,2
536,718,to:gen:frq,150000,2
537,718,to:gen:frq,150000,2
538,718,to:gen:frq,150000,2
539,718,to:gen:frq,150000,2
540,718,to:gen:frq,150000,2
541,718,to:gen:frq,150000,2
542,718,to:gen:frq,150000,2
543,718,to:gen:frq,150000,2
544,718,to:gen:frq,150000,2
545,718,to:gen:frq,150000,2
546,718,to:gen:frq,150000,2
547,718,to:gen:frq,150000,2
548,718,to:gen:frq,150000,2
549,718,to:gen:frq,150000,2
550,718,to:gen:frq,150000,2
551,718,to:gen:frq,150000,2
552,718,to:gen:frq,150000,2
553,718,to:gen:frq,150000,2
554,718,to:gen:frq,150000,2
555,718,to:gen:frq,150000,2
556,718,to:gen:frq,150000,2
557,718,to:gen:frq,150000,2
558,718,to:gen:frq,150000,2
559,718,to:gen:frq,150000,2
560,718,to:gen:frq,150000,2
561,718,to:gen:frq,150000,2
562,718,to:gen:frq,150000,2
563,718,to:gen:frq,150000,2
564,718,to:gen:frq,150000,2
565,718,to:gen:frq,150000,2
566,718,to:gen:frq,150000,2
567,718,to:gen:frq,150000,2
568,718,to:gen:frq,150000,2
569,718,to:gen:frq,150000,2
570,718,to:gen:frq,150000,2
571,718,to:gen:frq,150000,2
572,718,to:gen:frq,150000,2
573,718,to:gen:frq,150000,2
574,718,to:gen:frq,150000,2
575,718,to:gen:frq,150000,2
576,718,to:gen:frq,150000,2
577,718,to:gen:frq,150000,2
578,718,to:gen:frq,150000,2
579,718,to:gen:frq,150000,2
580,718,to:gen:frq,150000,2
581,718,to:gen:frq,150000,2
582,718,to:gen:frq,150000,2
583,718,to:gen:frq,150000,2
584,718,to:gen:frq,150000,2
585,718,to:gen:frq,150000,2
586,718,to:gen:frq,150000,2
587,718,to:gen:frq,150000,2
588,718,to:gen:frq,150000,2
589,718,to:gen:frq,150000,2
590,718,to:gen:frq,150000,2
591,718,to:gen:frq,150000,2
592,718,to:gen:frq,150000,2
593,718,to:gen:frq,150000,2
594,718,to:gen:frq,150000,2
595,718,to:gen:frq,150000,2
596,718,to:gen:frq,150000,2
597,718,to:gen:frq,150000,2
598,718,to:gen:frq,150000,2
599,718,to:gen:frq,150000,2
600,718,to:gen:frq,150000,2
601,718,to:gen:frq,150000,2
602,718,to:gen:frq,150000,2
603,718,to:gen:frq,150000,2
604,718,to:gen:frq,150000,2
605,718,to:gen:frq,150000,2
606,718,to:gen:frq,150000,2
607,718,to:gen:frq,150000,2
608,718,to:gen:frq,150000,2
609,718,to:gen:frq,150000,2
610,718,to:gen:frq,150000,2
611,718,to:gen:frq,150000,2
612,718,to:gen:frq,150000,2
613,718,to:gen:frq,150000,2
614,718,to:gen:frq,150000,2
615,718,to:gen:frq,150000,2
616,718,to:gen:frq,150000,2
617,718,to:gen:frq,150000,2
618,718,to:gen:frq,150000,2
619,718,to:gen:frq,150000,2
620,718,to:gen:frq,150000,2
621,718,to:gen:frq,150000,2
622,718,to:gen:frq,150000,2
623,718,to:gen:frq,150000,2
624,718,to:gen:frq,150000,2
625,718,to:gen:frq,150000,2
626,718,to:gen:frq,150000,2
627,718,to:gen:frq,150000,2
628,718,to:gen:frq,150000,2
629,718,to:gen:frq,150000,2
630,718,to:gen:frq,150000,2
631,718,to:gen:frq,150000,2
632,718,to:gen:frq,150000,2
633,718,to:gen:frq,150000,2
634,718,to:gen:frq,150000,2
635,718,to:gen:frq,150000,2
636,718,to:gen:frq,150000,2
637,718,to:gen:frq,150000,2
638,718,to:gen:frq,150000,2
639,718,to:gen:frq,150000,2
640,718,to:gen:frq,150000,2
641,718,to:gen:frq,150000,2
642,718,to:gen:frq,150000,2
643,718,to:gen:frq,150000,2
644,718,to:gen:frq,150000,2
645,718,to:gen:frq,150000,2
646,718,to:gen:frq,150000,2
647,718,to:gen:frq,150000,2
648,718,to:gen:frq,150000,2
649,718,to:gen:frq,150000,2
650,718,to:gen:frq,150000,2
651,718,to:gen:frq,150000,2
652,718,to:gen:frq,150000,2
653,718,to:gen:frq,150000,2
654,718,to:gen:frq,150000,2
655,718,to:gen:frq,150000,2
656,718,to:gen:frq,150000,2
657,718,to:gen:frq,150000,2
658,718,to:gen:frq,150000,2
659,718,to:gen:frq,150000,2
660,718,to:gen:frq,150000,2
661,718,to:gen:frq,150000,2
662,718,to:gen:frq,150000,2
663,718,to:gen:frq,150000,2
664,718,to:gen:frq,150000,2
665,718,to:gen:frq,150000,2
666,718,to:gen:frq,150000,2
667,718,to:gen:frq,150000,2
668,718,to:gen:frq,150000,2
669,718,to:gen:frq,150000,2
670,718,to:gen:frq,150000,2
671,718,to:gen:frq,150000,2
672,718,to:gen:frq,150000,2
673,718,to:gen:frq,150000,2
674,718,to:gen:frq,150000,2
675,718,to:gen:frq,150000,2
676,718,to:gen:frq,150000,2
677,718,to:gen:frq,150000,2
678,718,to:gen:frq,150000,2
679,718,to:gen:frq,150000,2
680,718,to:gen:frq,150000,2
681,718,to:gen:frq,150000,2
682,718,to:gen:frq,150000,2
683,718,to:gen:frq,150000,2
684,718,to:gen:frq,150000,2
685,718,to:gen:frq,150000,2
686,718,to:gen:frq,150000,2
687,718,to:gen:frq,150000,2
688,718,to:gen:frq,150000,2
689,718,to:gen:frq,150000,2
690,718,to:gen:frq,150000,2
691,718,to:gen:frq,150000,2
692,718,to:gen:frq,150000,2
693,718,to:gen:frq,150000,2
694,718,to:gen:frq,150000,2
695,718,to:gen:frq,150000,2
696,718,to:gen:frq,150000,2
697,718,to:gen:frq,150000,2
698,718,to:gen:frq,150000,2
699,718,to:gen:frq,150000,2
700,718,to:gen:frq,150000,2
701,718,to:gen:frq,150000,2
702,718,to:gen:frq,150000,2
703,718,to:gen:frq,150000,2
704,718,to:gen:frq,150000,2
705,718,to:gen:frq,150000,2
706,718,to:gen:frq,150000,2
707,718,to:gen:frq,150000,2
708,718,to:gen:frq,150000,2
709,718,to:gen:frq,150000,2
710,718,to:gen:frq,150000,2
711,718,to:gen:frq,150000,2
712,718,to:gen:frq,150000,2
713,718,to:gen:frq,150000,2
714,718,to:gen:frq,150000,2
715,718,to:gen:frq,150000,2
716,718,to:gen:frq,150000,2
717,718,to:gen:frq,150000,2
718,718,to:gen:frq,150000,2
719,718,to:gen:frq,150000,2
720,718,to:gen:frq,150000,2
721,718,to:gen:frq,150000,2
722,718,to:gen:frq,150000,2
723,718,to:gen:frq,150000,2
724,718,to:gen:frq,150000,2
725,718,to:gen:frq,150000,2
726,718,to:gen:frq,150000,2
727,718,to:gen:frq,150000,2
728,718,to:gen:frq,150000,2
729,718,to:gen:frq,150000,2
730,718,to:gen:frq,150000,2
731,718,to:gen:frq,150000,2
732,718,to:gen:frq,150000,2
733,718,to:gen:frq,150000,2
734,718,to:gen:frq,150000,2
735,718,to:gen:frq,150000,2
736,718,to:gen:frq,150000,2
737,718,to:gen:frq,150000,2
738,718,to:gen:frq,150000,2
739,718,to:gen:frq,150000,2
740,718,to:gen:frq,150000,2
741,718,to:gen:frq,150000,2
742,718,to:gen:frq,150000,2
743,718,to:gen:frq,150000,2
744,718,to:gen:frq,150000,2
745,718,to:gen:frq,150000,2
746,718,to:gen:frq,150000,2
747,718,to:gen:frq,150000,2
748,718,to:gen:frq,150000,2
749,718,to:gen:frq,150000,2
750,47,to:on,0,3
751,47,to:on,0,3
752,47,to:on,0,3
753,47,to:on,0,3
754,47,to:on,0,3
755,47,to:on,0,3
756,47,to:on,0,3
757,47,to:on,0,3
758,47,to:on,0,3
759,47,to:on,0,3
760,47,to:on,0,3
761,47,to:on,0,3
762,47,to:on,0,3
763,47,to:on,0,3
764,47,to:on,0,3
765,47,to:on,0,3
766,47,to:on,0,3
767,47,to:on,0,3
768,47,to:on,0,3
769,47,to:on,0,3
770,47,to:on,0,3
771,47,to:on,0,3
772,47,to:on,0,3
773,47,to:on,0,3
774,47,to:on,0,3
775,47,to:on,0,3
776,47,to:on,0,3
777,47,to:on,0,3
778,47,to:on,0,3
779,47,to:on,0,3
780,47,to:on,0,3
781,47,to:on,0,3
782,47,to:on,0,3
783,47,to:on,0,3
784,47,to:on,0,3
785,47,to:on,0,3
786,47,to:on,0,3
787,47,to:on,0,3
788,47,to:on,0,3
789,47,to:on,0,3
790,47,to:on,0,3
791,47,to:on,0,3
792,47,to:on,0,3
793,47,to:on,0,3
794,47,to:on,0,3
795,47,to:on,0,3
796,47,to:on,0,3
797,764,to:meas:channel,1,4
798,764,to:meas:channel,1,4
799,764,to:meas:channel,1,4
800,764,to:meas:channel,1,4
801,764,to:meas:channel,1,4
802,764,to:meas:channel,1,4
803,764,to:meas:channel,1,4
804,764,to:meas:channel,1,4
805,764,to:meas:channel,1,4
806,764,to:meas:channel,1,4
807,764,to:meas:channel,1,4
808,764,to:meas:channel,1,4
809,764,to:meas:channel,1,4
810,764,to:meas:channel,1,4
811,764,to:meas:channel,1,4
812,764,to:meas:channel,1,4
813,764,to:meas:channel,1,4
814,764,to:meas:channel,1,4
815,764,to:meas:channel,1,4
816,764,to:meas:channel,1,4
817,764,to:meas:channel,1,4
818,764,to:meas:channel,1,4
819,764,to:meas:channel,1,4
820,764,to:meas:channel,1,4
821,764,to:meas:channel,1,4
822,764,to:meas:channel,1,4
823,764,to:meas:channel,1,4
824,764,to:meas:channel,1,4
825,764,to:meas:channel,1,4
826,764,to:meas:channel,1,4
827,764,to:meas:channel,1,4
828,764,to:meas:channel,1,4
829,764,to:meas:channel,1,4
830,764,to:meas:channel,1,4
831,764,to:meas:channel,1,4
832,764,to:meas:channel,1,4
833,764,to:meas:channel,1,4
834,764,to:meas:channel,1,4
835,764,to:meas:channel,1,4
836,764,to:meas:channel,1,4
837,764,to:meas:channel,1,4
838,764,to:meas:channel,1,4
839,764,to:meas:channel,1,4
840,764,to:meas:channel,1,4
841,764,to:meas:channel,1,4
842,764,to:meas:channel,1,4
843,764,to:meas:channel,1,4
844,764,to:meas:channel,1,4
845,764,to:meas:channel,1,4
846,764,to:meas:channel,1,4
